0x656c193268a4b98d0927dbbbd6261a1837b69f85, 14960.00009
0xe9164ee4ae90ca671a4936a91502015a57880a26, 9986.780037
0xbe7b99eecd8d71995cea7b13cd5ea5ca0cc64df5, 9959.96595
0x9d186fdf05ecc3589ddd9a9d05063c762e0f3769, 5001.960835
0xac20dc9d7a8b0a46ec9aa15944670cfca1fd5ffa, 5000.0
0x56c832567426199da3d81d068e2a5f38d484ace0, 1050.0
0xe117d2866ce900921f3ae067f2478718969f0f78, 1000.0
0xabb3639ac7ea3fbd7e9bfd4d8fd46cad6c3056f6, 500.48994
0x2245c733dd052343b60f44130a25c9f574a696d4, 500.364424
0x43bbb89e02eb41473e7a8f44a89a31e48ccd0ad7, 471.19191
0xa1f667afc5a6f37674cb12ce4b4a1ab0a9df8a51, 425.972138
0x15468a60889549b0f7a542c99fbae163aeafcaf6, 341.79626
0x4325770da7cac097bd2e31fe599d10a290567691, 300.0
0x444af015809f44aed68803759b9276a50cb1d107, 203.155082
0x320e73e1238b95e5eb54c3fdbebf279f36a06714, 188.4247
0x4b65aae0a58d2d7af908a54ed00b6bea0ce8c0d6, 157.0
0x6e9f0ec1b47b4aee4d9da8d61520f37daa0aae76, 50.0
0xbe87fffb217e9b95121bba753267655aa0e434e7, 40.247572
0x67de9533511a3c6953d618521e2932df987c77ad, 39.401116
0x4d88cae053bbcdb295045b7e7680551ca517fab9, 32.692163
0xf6237e10c9c9f616b441be9396e7ca5446459078, 30.0
0x1b2623616a802318de8ef282ed4e7c6b2cbb9f11, 29.258134
0x659e57dc218161ac2e93ae79876232de1968f677, 27.410386
0x4f4a7b28df05806fbd53d79b2a19e54ef21b8670, 27.152323
0x8b5a40b8563e721ef298c44ba4a4440f67b5af17, 26.825384
0x2473710efa2e671b9d78ea45419c680b030bebe2, 25.662261
0x70bb0562c0f0a674da7e44f85302cb8e438b2bb7, 20.3
0xc04a845f9e124d3742872ded78e711fbb7c649d7, 11.0
0x558181458c2683c5d363f51c817dd855f98af5f5, 11.0
0x1730160dad28284a884683af648c4e10aabb7bc7, 11.0
0xd1f13459dd9392a0a3cadb5d37141f2049ce2aa5, 10.2
0xd7c3145e016d280c89c6b3811efcffde89c8d3b6, 10.2
0x70398848b577b35b263a1cf07bf1f451dde4869a, 10.2
0x6c88a520a522dcc85df209aaf283ea2b0a94c91e, 10.2
0x0acaaf1bbe6164b653f089c7a7e79cb70d7abe93, 10.2
0x894f1fdf83c322a6b35afde5f2942ebeb670ed30, 3.574716
0xa9419f95b39e9a59d223973c8e7aaf0ee2db0f81, 1.004365
